company,tier,job_count,avg_salary,median_salary,avg_experience,disclosed_salary_count,top_skills,salary_data_note
Narayana Health,Startup/Other,1,15.71,15.71,7.5,0,,estimated_only
NoBroker,Startup/Other,1,7.28,7.28,3.0,0,"NoSQL, MongoDB, Java, Spark, Kafka",estimated_only
Nirai Consulting Pvt. Ltd.,Startup/Other,1,19.13,19.13,7.5,0,"Kafka, SQL, Spark",estimated_only
Nineleaps,Startup/Other,1,17.2,17.2,5.5,0,"Python, Spark, AWS",estimated_only
Nikharv Consultancy,Startup/Other,1,11.79,11.79,4.0,0,"Communication, dbt, SQL, Python, Databricks",estimated_only
NielsenIQ,Startup/Other,1,10.92,10.92,4.5,0,"SQL, Python, Statistics, R",estimated_only
Nice Software Solutions Pvt. Ltd,Startup/Other,1,16.74,16.74,6.0,0,"SQL, Python, Spark",estimated_only
Nfaktor,Startup/Other,1,10.87,10.87,4.5,0,Statistics,estimated_only
Nexthink,Startup/Other,1,4.69,4.69,1.0,0,"Machine Learning, Java, Python",estimated_only
NextGrowth Labs,Startup/Other,1,16.61,16.61,6.5,0,"SAS, SQL, Python, Machine Learning",estimated_only
Newt Global India Private Limited,Startup/Other,1,15.22,15.22,7.5,0,"ETL, Pandas, Airflow, Communication, Azure",estimated_only
Newstar corporation,Startup/Other,1,17.79,17.79,7.5,0,"Machine Learning, NLP, Communication, TensorFlow, Python",estimated_only
New Horizons HR Solutions,Startup/Other,1,24.76,24.76,12.5,0,"Machine Learning, Python, Spark, R",estimated_only
Neustar MarketShare,Startup/Other,1,11.17,11.17,4.0,0,SQL,estimated_only
Neustar,Startup/Other,1,11.48,11.48,4.0,0,SQL,estimated_only
Netscribes,Startup/Other,1,6.88,6.88,2.5,0,,estimated_only
Netobjex,Startup/Other,1,24.74,24.74,12.5,0,"Data Modeling, SQL, NoSQL",estimated_only
OnJuno,Startup/Other,1,11.11,11.11,3.5,0,"NoSQL, MongoDB, AWS",estimated_only
Olive Data Centre Private Limited,Startup/Other,1,6.39,6.39,3.0,0,Git,estimated_only
Ocwen,Startup/Other,1,16.82,16.82,7.5,0,"ETL, SQL",estimated_only
OceanOfWeb,Startup/Other,1,23.99,23.99,15.0,0,"NoSQL, Agile, Communication, SQL, AWS",estimated_only
Growthhub Consultants,Startup/Other,1,10.65,10.65,4.5,0,"SAS, SQL, Excel",estimated_only
Green Agrevolution Pvt. Ltd. (DeHaat),Startup/Other,1,18.18,18.18,6.5,0,"Machine Learning, Python",estimated_only
Goodera (NextGen PMS PVT LTD),Startup/Other,1,6.1,6.1,2.5,0,"Plotly, SQL, Excel",estimated_only
GoodWorkLabs Services Pvt Ltd,Startup/Other,1,15.24,15.24,6.5,0,Java,estimated_only
Golden Opportunities Pvt Ltd,Startup/Other,1,15.47,15.47,5.5,0,"Power BI, Excel",estimated_only
Goguardian,Startup/Other,1,6.76,6.76,1.5,0,,estimated_only
OT-SOLUTIONS TECH PRIVATE LIMITED,Startup/Other,1,6.85,6.85,2.0,0,"NoSQL, MongoDB, APIs",estimated_only
OT Solutions,Startup/Other,1,8.23,8.23,2.5,0,"Machine Learning, Python",estimated_only
Nuware Systems Pvt Ltd,Startup/Other,1,11.49,11.49,4.5,0,"Machine Learning, SQL, Python, Excel",estimated_only
Novo Tree Minds,Startup/Other,1,17.39,17.39,5.5,0,"ETL, SQL, Python, AWS",estimated_only
Nokia Solutions and Networks India (P)Ltd,Startup/Other,1,11.41,11.41,3.5,0,"Python, Java, Spark, R, Scala",estimated_only
Noesys Software,Startup/Other,1,4.0,4.0,0.5,0,"SQL, Communication",estimated_only
BT,Startup/Other,1,11.22,11.22,4.5,0,"Agile, Spark",estimated_only
BRHAM SUPPORT SERVICES INDIA PRIVATE LIMITED,Startup/Other,1,13.1,13.1,5.5,0,,estimated_only
BPL Medical Technologies Pvt. Ltd.,Startup/Other,1,11.19,11.19,4.5,0,,estimated_only
BIZ-METRIC INDIA PRIVATE LIMITED,Startup/Other,1,16.42,16.42,7.5,0,"SQL, Spark, AWS",estimated_only
BHARAT LIGHT AND POWER PRIVATE LIMITED,Startup/Other,1,11.63,11.63,3.5,0,"Machine Learning, Spark, A/B Testing, Statistics, SQL",estimated_only
BENISON TECHNOLOGIES,Startup/Other,1,23.59,23.59,10.5,0,"Kafka, Agile, Spark",estimated_only
PEARL CONSULTING,Startup/Other,1,14.7,14.7,7.5,0,"Spark, Scala, Kafka, Communication, SQL",estimated_only
PATRA INDIA BPO SERVICES PRIVATE LIMITED,Startup/Other,1,15.33,15.33,7.5,0,Excel,estimated_only
PAGO Analytics,Startup/Other,1,15.18,15.18,6.5,0,"C++, Java, Spark, Azure, Python",estimated_only
Optimum Solutions,Startup/Other,1,13.91,13.91,6.5,0,"Data Visualization, Communication, Agile",estimated_only
Optim Hire,Startup/Other,1,11.56,11.56,4.5,0,"Spark, Airflow, Communication, Kafka, SQL",estimated_only
OpsMx,Startup/Other,1,22.55,22.55,9.5,0,"Machine Learning, NLP, Communication, Python",estimated_only
Oportun,Startup/Other,1,29.7,29.7,9.5,0,"Machine Learning, Python, Spark",estimated_only
Open Financial Technologies,Startup/Other,1,26.05,26.05,10.0,0,"GCP, Agile",estimated_only
Ontrack HR services Pvt Ltd,Startup/Other,1,23.06,23.06,10.5,0,"Azure, Python",estimated_only
Oncofocus Solutions,Startup/Other,1,7.17,7.17,2.0,0,,estimated_only
PHYSICSWALLAH PRIVATE LIMITED,Startup/Other,1,11.76,11.76,5.0,0,"NoSQL, MongoDB, Java, SQL, Python",estimated_only
PES HR Services a div of AMAL INFOSYSTEMS Pvt Ltd,MNC/IT Services,1,12.11,12.11,4.0,0,"Machine Learning, NLP",estimated_only
BYTEMARK TECHNOLOGY SOLUTIONS INDIA PVT LTD,Startup/Other,1,15.6,15.6,6.0,0,"Plotly, ETL, Excel",estimated_only
Globals ITeS Pvt Ltd,Startup/Other,1,10.78,10.78,4.0,0,"Power BI, Java, Statistics, Tableau, Python",estimated_only
Global Work Studio,Startup/Other,1,14.77,14.77,7.5,0,"ETL, SQL",estimated_only
Global Telecom Setup,Startup/Other,1,18.47,18.47,5.5,0,"Machine Learning, Spark",estimated_only
Global Talent Acquisition Partners,Startup/Other,1,9.28,9.28,4.0,0,,estimated_only
Glass Cube consulting private limited,Startup/Other,1,19.12,19.12,7.5,0,Machine Learning,estimated_only
Glan Management Consultancy,Startup/Other,1,16.45,16.45,5.5,0,"GCP, SQL, Git",estimated_only
Gensler,Startup/Other,1,10.22,10.22,5.0,0,ETL,estimated_only
Gelato,Startup/Other,1,17.16,17.16,5.5,0,"ETL, Power BI, Snowflake, SQL, Python",estimated_only
Gateway Group of Companies,Startup/Other,1,18.2,18.2,5.5,0,"Python, Spark, Azure, SQL, Scala",estimated_only
Gallop Research,Startup/Other,1,14.62,14.62,8.0,0,"NoSQL, MongoDB, Spark, Scala, AWS",estimated_only
Gadgeon Smart Systems Pvt Limited,Startup/Other,1,15.73,15.73,7.5,0,"TensorFlow, C++",estimated_only
BWC International,Startup/Other,1,11.11,11.11,3.5,0,"Spark, Communication, SQL, Python, AWS",estimated_only
BT Global,Startup/Other,1,17.26,17.26,7.5,0,"Machine Learning, SQL",estimated_only
Personnel Search Services,Startup/Other,1,23.27,23.27,13.5,0,,estimated_only
Perint Infosystems India Pvt. Ltd.,MNC/IT Services,1,10.32,10.32,5.0,0,"Azure, Pandas, Python, AWS",estimated_only
Pepper Cloud,Startup/Other,1,10.38,10.38,4.0,0,,estimated_only
People10 Technosoft Private Limited,Startup/Other,1,7.33,7.33,3.0,0,"Agile, Statistics",estimated_only
People Gamut,Startup/Other,1,24.16,24.16,8.5,0,"Scala, Spark, AWS",estimated_only
Pega,Startup/Other,1,23.59,23.59,8.5,0,"Machine Learning, Java, Python, Statistics",estimated_only
Peepal Technology Management Consulting (p) Ltd.,Startup/Other,1,25.16,25.16,16.0,0,"GCP, Azure, AWS",estimated_only
Pattern Effects Labs,Startup/Other,1,10.7,10.7,4.5,0,Statistics,estimated_only
Pan Asia HR Solution Private Limited,Startup/Other,1,14.66,14.66,6.0,0,Plotly,estimated_only
Palyon HR Services,Startup/Other,1,11.5,11.5,4.0,0,Spark,estimated_only
PROTOCOLZONE PRIVATE LIMITED,Startup/Other,1,7.12,7.12,2.5,0,"Pandas, Python, Statistics, R",estimated_only
PROGRAMMERS.IO INDIA PRIVATE LIMITED,Startup/Other,1,13.64,13.64,6.0,0,"Azure, R",estimated_only
PROFIT APPS INDIA PRIVATE LIMITED,Startup/Other,1,14.83,14.83,6.5,0,"SQL, Java, Excel",estimated_only
PRI India,Startup/Other,1,10.22,10.22,4.0,0,Python,estimated_only
PPN Solutions Pvt Ltd.,Startup/Other,1,22.42,22.42,9.0,0,Communication,estimated_only
PM Group,Startup/Other,1,16.86,16.86,7.5,0,Power BI,estimated_only
Postman,Startup/Other,1,16.32,16.32,7.5,0,Python,estimated_only
PlanSource,Startup/Other,1,15.75,15.75,6.5,0,Machine Learning,estimated_only
GXX INDIA PRIVATE LIMITED,Startup/Other,1,19.91,19.91,8.5,0,"ETL, SQL, Azure",estimated_only
GREAT LAKES E-LEARNING SERVICES PRIVATE LIMITED,Startup/Other,1,10.95,10.95,4.5,0,"Machine Learning, Communication",estimated_only
GLOBALFOUNDRIES Inc,Startup/Other,1,17.59,17.59,7.5,0,Data Modeling,estimated_only
GLOBAL PHARMA TEK INDIA PRIVATE LIMITED,Startup/Other,1,19.13,19.13,7.5,0,"Scala, SQL, Python, Spark",estimated_only
GCC SERVICES INDIA PRIVATE LIMITED,Startup/Other,1,10.88,10.88,4.0,0,"Azure, Agile, Spark, AWS",estimated_only
GAMESKRAFT TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,8.48,8.48,3.0,0,"Kafka, Spark",estimated_only
GAMA India,Startup/Other,1,11.98,11.98,5.0,0,"Machine Learning, Spark, Python, Statistics",estimated_only
G2 Crowd,Startup/Other,1,5.62,5.62,3.0,0,,estimated_only
G S E-COMMERCE PVT LTD,Startup/Other,1,18.53,18.53,5.5,0,"Data Visualization, Tableau, Power BI, Excel",estimated_only
Futurestep Recruitment Services Private Limited,Startup/Other,1,11.68,11.68,3.5,0,GCP,estimated_only
CROPIN TECHNOLOGY SOLUTIONS,Startup/Other,1,11.91,11.91,5.0,0,"Machine Learning, Java, Spark, Python, AWS",estimated_only
Placement Leadership Team,Startup/Other,1,10.05,10.05,3.5,0,,estimated_only
Pippin Technologies (India) Pvt. Ltd.,Startup/Other,1,17.57,17.57,5.5,0,"Pandas, Python, APIs, Spark",estimated_only
Photon,Startup/Other,1,18.21,18.21,6.5,0,"ETL, Agile, Spark, Python, AWS",estimated_only
Aviation Indeed,Startup/Other,1,19.2,19.2,5.5,0,"Kafka, Python, Spark, AWS",estimated_only
Aveva,Startup/Other,1,14.85,14.85,7.5,0,,estimated_only
Avesta Computers Pvt. Ltd,Startup/Other,1,15.47,15.47,7.5,0,"Airflow, Python, APIs",estimated_only
Avanze Technologies India Pvt. Ltd.,Startup/Other,1,13.96,13.96,7.0,0,"Tableau, SQL, Power BI, Excel",estimated_only
Automation Anywhere,Startup/Other,1,11.58,11.58,5.0,0,"Tableau, Power BI, Statistics",estimated_only
Authenu,Startup/Other,1,9.69,9.69,4.5,0,Communication,estimated_only
Q-DAT IT SOLUTIONS PVT. LTD.,Startup/Other,1,11.03,11.03,3.5,0,"Communication, Excel",estimated_only
Pype,Startup/Other,1,11.33,11.33,3.5,0,Machine Learning,estimated_only
PureSoftware Pvt Ltd.,Startup/Other,1,15.44,15.44,5.5,0,Communication,estimated_only
Publicis Groupe,Startup/Other,1,17.29,17.29,5.5,0,Python,estimated_only
Prometheus Consulting,Startup/Other,1,6.71,6.71,2.5,0,,estimated_only
Prodapt Solutions Private Limited,Startup/Other,1,16.77,16.77,6.5,0,"Kafka, Airflow, Docker, Spark",estimated_only
Prize Infotech Private Limited,Startup/Other,1,12.17,12.17,5.0,0,"SQL, Azure, Spark, Databricks",estimated_only
Prione Business Services,Startup/Other,1,6.76,6.76,1.5,0,,estimated_only
Precisely,Startup/Other,1,10.28,10.28,4.5,0,"ETL, Agile, R, TensorFlow, Python",estimated_only
Pramata Knowledge Solutions Private Limited,Startup/Other,1,4.81,4.81,1.0,0,"Machine Learning, Excel",estimated_only
Fujitsu,Startup/Other,1,16.39,16.39,6.5,0,"Spark, Python, Statistics",estimated_only
Friday Media Tech India Private Limited,Startup/Other,1,16.04,16.04,6.5,0,"Data Visualization, Git, Python",estimated_only
Quince,Startup/Other,1,10.67,10.67,4.5,0,ETL,estimated_only
Quicken Software Development Pvt Ltd,Startup/Other,1,13.76,13.76,6.5,0,"Data Modeling, SQL, Agile",estimated_only
Qubol,Startup/Other,1,17.4,17.4,6.5,0,Spark,estimated_only
Quantsys,Startup/Other,1,6.62,6.62,2.0,0,"ETL, SQL, Python, Excel",estimated_only
Quality Matrix Inc,Startup/Other,1,6.48,6.48,3.0,0,"SQL, Scala, Spark",estimated_only
Qualitech Solutions & Services,Startup/Other,1,25.28,25.28,12.5,0,"Python, APIs",estimated_only
Qualfon Advanced Technology Center LLP,Startup/Other,1,17.12,17.12,8.0,0,"Machine Learning, Python, Statistics",estimated_only
Qoala,Startup/Other,1,7.23,7.23,2.5,0,Machine Learning,estimated_only
QSC,Startup/Other,1,3.92,3.92,0.5,0,"Data Modeling, ETL",estimated_only
QS Quacquarelli Symonds,Startup/Other,1,18.26,18.26,5.5,0,"ETL, SQL",estimated_only
QBurst,Startup/Other,1,10.59,10.59,4.5,0,"Machine Learning, NLP",estimated_only
Axcess consultancy services,Startup/Other,1,15.25,15.25,6.0,0,"SQL, Java, Spark, AWS",estimated_only
Avom Consultants,Startup/Other,1,15.84,15.84,6.5,0,"Scala, SQL, Azure, Spark",estimated_only
"AvionX, Inc.",Startup/Other,1,6.66,6.66,1.5,0,,estimated_only
RARR Technologies,Startup/Other,1,16.69,16.69,8.0,0,"ETL, Azure",estimated_only
R3,Startup/Other,1,15.91,15.91,5.5,0,,estimated_only
R.S.Consultants,Startup/Other,1,14.22,14.22,7.5,0,SQL,estimated_only
"Quotient, Inc.",Startup/Other,1,6.42,6.42,2.0,0,,estimated_only
Quinnox,Startup/Other,1,24.89,24.89,9.5,0,"ETL, Azure",estimated_only
COVENANTMINDS PRIVATE LIMITED,Startup/Other,1,6.59,6.59,3.0,0,"Python, Spark, R",estimated_only
COVANSIS IT SERVICES LLP,Startup/Other,1,17.66,17.66,6.5,0,"ETL, Python, Spark",estimated_only
CONSULTTRINITY SERVICES PRIVATE LIMITED,Startup/Other,1,16.56,16.56,6.5,0,"Kafka, Agile, Spark",estimated_only
COMPUTACENTER,Startup/Other,1,7.25,7.25,2.5,0,ETL,estimated_only
COGNOTIZ TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,21.08,21.08,5.5,0,"ETL, Kafka, Scala, Spark",estimated_only
COFFER INTERNET SERVICES PRIVATE LIMITED,Startup/Other,1,10.94,10.94,4.0,0,"Scala, SQL, Java, Python",estimated_only
COEPD,Startup/Other,1,16.46,16.46,5.5,0,AWS,estimated_only
CME India Technology And Support Services Pvt Ltd,Startup/Other,1,25.61,25.61,9.5,0,"Python, Java, Agile, Spark, Scala",estimated_only
CLEAN HARBORS INDIA LLP,Startup/Other,1,18.95,18.95,7.5,0,"Data Modeling, SQL, Azure, Spark",estimated_only
CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,Startup/Other,1,6.38,6.38,2.5,0,,estimated_only
CIEL HR Services Private Limited,Startup/Other,1,17.49,17.49,7.5,0,"Data Modeling, Java, Python, APIs",estimated_only
AugmatrixGo,Startup/Other,1,11.89,11.89,4.5,0,"GCP, SQL, NoSQL, Spark",estimated_only
Attra,Startup/Other,1,23.27,23.27,17.5,0,"ETL, SQL, Spark",estimated_only
Attain Solutions,Startup/Other,1,9.89,9.89,4.5,0,,estimated_only
Atos,Startup/Other,1,26.74,26.74,12.5,0,"Machine Learning, Java, Spark, Azure, Python",estimated_only
Atidiv,Startup/Other,1,10.64,10.64,3.5,0,Git,estimated_only
Aster DM Healthcare (Digital Health),Startup/Other,1,17.05,17.05,7.5,0,"SQL, Java, MongoDB, NoSQL",estimated_only
Ashoka,Startup/Other,1,11.1,11.1,4.0,0,"GCP, Communication, Git",estimated_only
Rapid Value IT Services Pvt Ltd,Startup/Other,1,16.62,16.62,5.5,0,"Data Visualization, Machine Learning, NLP, TensorFlow, Python",estimated_only
Randstad India Pvt Ltd.,Startup/Other,1,20.0,20.0,17.5,0,"Machine Learning, Spark, Tableau, Python, AWS",estimated_only
Radial HR Solutions,Startup/Other,1,10.31,10.31,4.0,0,"Agile, Kafka, R, SQL, Python",estimated_only
Racanaa Innovative Solutions Energy Private Limite,Startup/Other,1,16.2,16.2,7.0,0,Spark,estimated_only
RWS Moravia,Startup/Other,1,25.94,25.94,9.5,0,"SQL, Excel",estimated_only
RUMANGO SOFTWARE AND CONSULTING SERVICES PRIVATE L IMITED,Startup/Other,1,17.31,17.31,8.0,0,"Machine Learning, Java",estimated_only
RSB Global,Startup/Other,1,16.66,16.66,6.5,0,,estimated_only
RKSV Securities India Pvt. Ltd.,Startup/Other,1,4.89,4.89,0.0,0,"Python, Spark, Airflow, Scala, AWS",estimated_only
REVONEER CONSULTANCY SERVICES PRIVATE LIMITED,Startup/Other,1,14.49,14.49,7.5,0,"Data Modeling, SQL",estimated_only
ReSource Pro Operational Solutions Pvt Ltd.,Startup/Other,1,10.29,10.29,4.0,0,"Data Modeling, ETL, Statistics, R",estimated_only
Aurigo Software Technologies Pvt Ltd,Startup/Other,1,11.88,11.88,5.0,0,"NoSQL, MongoDB, NLP, Spark, Kafka",estimated_only
Aura Cloud,Startup/Other,1,19.53,19.53,8.5,0,"ETL, Power BI, Java, Agile, Python",estimated_only
Freshworks,Product,1,21.42,21.42,6.5,0,"NLP, Machine Learning, SQL, NoSQL",estimated_only
Freshdesk,Startup/Other,1,16.07,16.07,6.0,0,"Data Visualization, Power BI",estimated_only
Freelancer Divya Chopra,Startup/Other,1,10.81,10.81,4.5,0,"Azure, Docker",estimated_only
Fourth Frontier Technologies Pvt. Ltd.,Startup/Other,1,14.25,14.25,5.5,0,,estimated_only
Fospe Software Pvt. Ltd,Startup/Other,1,11.04,11.04,5.0,0,"Java, Spark, R, Tableau, SQL",estimated_only
Focus Management Consultants Pvt Ltd.,Startup/Other,1,18.68,18.68,7.5,0,"GCP, Java, Azure, SQL, Python",estimated_only
Focus Edumatics,Startup/Other,1,18.86,18.86,7.5,0,Machine Learning,estimated_only
Flexera Software,Startup/Other,1,10.03,10.03,4.0,0,"Java, Python",estimated_only
FleXc,Startup/Other,1,17.13,17.13,7.0,0,"Spark, Scala, Airflow, SQL, Python",estimated_only
Fivetran,Startup/Other,1,11.25,11.25,3.5,0,"Java, Azure, AWS",estimated_only
Firstsource Solutions Ltd,Startup/Other,1,6.28,6.28,2.0,0,"Java, Agile, AWS",estimated_only
Firstsource Solutions Limited,Startup/Other,1,11.67,11.67,4.5,0,"Plotly, Tableau, Power BI, Data Modeling",estimated_only
August Digital,Startup/Other,1,15.23,15.23,7.0,0,"Git, Python",estimated_only
Roppen Transportation Services Private Limited,Startup/Other,1,6.96,6.96,2.0,0,"Plotly, SQL, Statistics",estimated_only
Rolls Royce,Startup/Other,1,10.56,10.56,4.0,0,"Pandas, Azure, Git, Python, Docker",estimated_only
Rohini IT Consulting LLP,Startup/Other,1,12.04,12.04,5.0,0,"Spark, Scala, Communication, Git, SQL",estimated_only
Rockwell Automation,Startup/Other,1,16.26,16.26,6.5,0,"Power BI, Excel",estimated_only
Robas Research,Startup/Other,1,10.03,10.03,3.5,0,,estimated_only
Rivera Manpower Services,Startup/Other,1,17.14,17.14,6.0,0,"Python, Spark",estimated_only
Rite Software Solutions And Services LLP,Startup/Other,1,18.87,18.87,5.5,0,"SQL, Spark, AWS",estimated_only
Retail Kloud9 Technologies India Private Limited,Startup/Other,1,9.54,9.54,4.5,0,"Communication, Agile, Excel",estimated_only
Resources Valley,Startup/Other,1,10.95,10.95,4.5,0,"ETL, Spark, Azure, SQL, AWS",estimated_only
Resource Drive Consulting Private Limited,Startup/Other,1,10.03,10.03,5.0,0,,estimated_only
Rehoboth Academic Services,Startup/Other,1,10.73,10.73,4.5,0,"Statistics, Excel",estimated_only
Regalix India Pvt Ltd,Startup/Other,1,7.09,7.09,2.0,0,Agile,estimated_only
Regalix,Startup/Other,1,6.6,6.6,2.5,0,Plotly,estimated_only
Red Hat,Startup/Other,1,14.91,14.91,5.5,0,Tableau,estimated_only
"RealWear, Inc",Startup/Other,1,6.37,6.37,2.0,0,,estimated_only
Reactore Solutions,Startup/Other,1,23.62,23.62,10.5,0,"Machine Learning, Agile",estimated_only
SPM Jobs,Startup/Other,1,24.99,24.99,9.0,0,"Machine Learning, Communication, Statistics",estimated_only
SOURCEGRIDS CONSULTING LLP,Startup/Other,1,11.11,11.11,5.0,0,"Machine Learning, Python, Statistics",estimated_only
SOFTWARE AG BANGALORE TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,10.87,10.87,4.0,0,"Git, Agile",estimated_only
SNAPMINDS TECHNOLOGIES LLP,Product,1,10.0,10.0,2.5,0,"SAS, Machine Learning, Statistics",estimated_only
SMARTEK21 PRIVATE LIMITED,Startup/Other,1,17.41,17.41,7.5,0,"Spark, Kafka, Azure, SQL, Scala",estimated_only
SLICER SOLUTIONS (P) LTD.,Startup/Other,1,6.2,6.2,2.0,0,"ETL, SQL",estimated_only
SKANDHA IT SERVICES PRIVATE LIMITED,Startup/Other,1,26.19,26.19,10.0,0,"Azure, Power BI, Spark, Databricks",estimated_only
SKAN,Startup/Other,1,16.27,16.27,7.5,0,Python,estimated_only
SBM Offshore,Startup/Other,1,14.82,14.82,7.5,0,SQL,estimated_only
SAVIYNT INDIA PRIVATE LIMITED,Startup/Other,1,11.76,11.76,4.5,0,"Tableau, Azure, AWS",estimated_only
SANSID SOLUTIONS LLP,Startup/Other,1,10.3,10.3,3.5,0,"Plotly, Power BI, Statistics",estimated_only
SAM Manpower Career Services LLP,Startup/Other,1,11.06,11.06,4.5,0,"Java, Spark, Airflow, Databricks, Azure",estimated_only
S-Square Spenta Technologies,Startup/Other,1,6.28,6.28,2.5,0,,estimated_only
Russell Tobin Associates Staffing Solutions India Pvt Ltd,Startup/Other,1,6.8,6.8,3.0,0,,estimated_only
Rupeek,Startup/Other,1,9.94,9.94,4.5,0,"Tableau, R",estimated_only
Royal Daiimond Technologies,Startup/Other,1,16.93,16.93,6.5,0,"Java, Spark",estimated_only
SWIRE DIGITAL CENTRE PRIVATE LIMITED,Startup/Other,1,11.69,11.69,4.0,0,"SQL, Python, Power BI, AWS",estimated_only
SUN CONSULTANTS,Startup/Other,1,10.72,10.72,3.5,0,"GCP, SQL, Python, Spark",estimated_only
First American (India) Pvt Ltd,Startup/Other,1,22.77,22.77,8.5,0,"SQL, C++",estimated_only
Finpoint,Startup/Other,1,11.28,11.28,4.5,0,"Git, Python",estimated_only
Finite HR Consulting Private Limited,Startup/Other,1,11.36,11.36,4.0,0,"NLP, SQL, C++",estimated_only
Financial Software Systems Pvt. Ltd.,Startup/Other,1,24.58,24.58,11.0,0,,estimated_only
Fidelity,Startup/Other,1,9.47,9.47,5.0,0,,estimated_only
Falcon Smart IT,Startup/Other,1,9.49,9.49,4.0,0,Excel,estimated_only
FairMoney,Startup/Other,1,11.36,11.36,5.0,0,"Machine Learning, Python, Statistics",estimated_only
Fabric,Startup/Other,1,19.44,19.44,6.0,0,"Machine Learning, Python, Spark, AWS",estimated_only
"F5 Networks, Inc",Startup/Other,1,9.64,9.64,3.5,0,,estimated_only
Eyeglobal Solutions Private Limited,Startup/Other,1,10.41,10.41,3.5,0,"Python, Spark, AWS",estimated_only
Exxon Mobil Corporation,Startup/Other,1,23.16,23.16,8.5,0,"Data Modeling, ETL",estimated_only
STAFFICE GLOBAL PRIVATE LIMITED,Startup/Other,1,16.11,16.11,6.5,0,"Agile, Spark, Scala, Azure, SQL",estimated_only
SPRP,Startup/Other,1,10.92,10.92,4.5,0,ETL,estimated_only
SPOTTABL TECHNOLOGIES PRIVATE LIMITED,Startup/Other,1,10.55,10.55,5.0,0,"Pandas, Communication, Git, Python, AWS",estimated_only
Apptio India LLP,Startup/Other,1,7.75,7.75,2.5,0,"Azure, AWS",estimated_only
Apptio INC,Startup/Other,1,10.33,10.33,3.5,0,"Azure, AWS",estimated_only
AppsTek Corp,Startup/Other,1,10.53,10.53,5.0,0,"C++, Azure",estimated_only
Appriffy-Digital IT Hub,Startup/Other,1,10.35,10.35,3.5,0,"Data Visualization, Git, Python",estimated_only
Apogee Services Private Limited,Startup/Other,1,6.54,6.54,2.5,0,,estimated_only
Semperfi,Startup/Other,1,15.73,15.73,8.0,0,"SQL, Communication, Java",estimated_only
Select Source International Private Limited,Startup/Other,1,10.96,10.96,5.0,0,"Machine Learning, MATLAB, Python",estimated_only
Sebone Technologies,Startup/Other,1,24.64,24.64,8.5,0,"ETL, Spark",estimated_only
Search Folks,Startup/Other,1,11.36,11.36,4.0,0,"GCP, ETL, SAS, Azure, R",estimated_only
ScaleIn,Startup/Other,1,14.21,14.21,6.5,0,"SQL, Java, Python",estimated_only
Saturam Infosystems Private Limited,MNC/IT Services,1,10.58,10.58,3.5,0,"SQL, Airflow",estimated_only
Sandvine,Startup/Other,1,13.46,13.46,6.5,0,"C++, Python",estimated_only
Samaira HR Solutions,Startup/Other,1,11.09,11.09,4.0,0,"ETL, Spark, Data Modeling, SQL, Python",estimated_only
Saffron Careers Private Limited,Startup/Other,1,18.75,18.75,6.0,0,"Machine Learning, Statistics",estimated_only
Saaki Argus And Averil Consulting,Startup/Other,1,18.34,18.34,15.5,0,,estimated_only
SYNAPSICA HEALTHCARE PRIVATE LIMITED,Startup/Other,1,11.21,11.21,3.5,0,"ETL, Airflow, Python, AWS",estimated_only
Signature India Associates,Startup/Other,1,9.26,9.26,5.0,0,SQL,estimated_only
SightSpectrum Technology Solutions (P) Ltd.,Startup/Other,1,18.09,18.09,6.5,0,"Machine Learning, ETL, Spark, Azure, Databricks",estimated_only
Shreya Learning Academy hiring for stirista,Startup/Other,1,15.85,15.85,5.5,0,SQL,estimated_only
Shashwath Solution,Startup/Other,1,12.62,12.62,5.0,0,"Machine Learning, NLP",estimated_only
Experion Technologies (I) Pvt. Ltd.,Startup/Other,1,15.76,15.76,6.5,0,"Tableau, Python, Machine Learning, AWS",estimated_only
Exidio Corp.,Startup/Other,1,11.46,11.46,4.0,0,"SQL, Git, Agile",estimated_only
Excellence and Eminence LLP,Startup/Other,1,22.06,22.06,10.0,0,"Java, Python, Spark, AWS",estimated_only
Excel HR Services,Startup/Other,1,10.01,10.01,4.0,0,Excel,estimated_only
Evolvus Solutions,Startup/Other,1,6.74,6.74,3.0,0,Agile,estimated_only
Evive,Startup/Other,1,7.04,7.04,1.5,0,"NoSQL, Spark, Kafka, Communication, SQL",estimated_only
Eversana,Startup/Other,1,17.13,17.13,6.5,0,,estimated_only
Euromonitor,Startup/Other,1,9.5,9.5,5.0,0,Agile,estimated_only
Etomate Technology LLP,Startup/Other,1,9.9,9.9,4.5,0,Excel,estimated_only
Armour Corporate Services,Startup/Other,1,16.66,16.66,6.5,0,Data Modeling,estimated_only
Arminus Software Pvt. Ltd.,Startup/Other,1,17.08,17.08,6.5,0,"GCP, ETL, SQL, Agile",estimated_only
Aptiv Technical Centre,Startup/Other,1,18.59,18.59,8.5,0,,estimated_only
Smiths,Startup/Other,1,7.71,7.71,3.0,0,"Data Modeling, Machine Learning, C++",estimated_only
Smartstream Technologies India Private Limited,Startup/Other,1,6.97,6.97,3.0,0,"SQL, Java, Python",estimated_only
